"OverallQual","YearBuilt","TotalBsmtSF","X1stFlrSF","GrLivArea","TotRmsAbvGrd","GarageYrBlt","GarageCars","GarageArea","SalePrice"
6,1946,747,6.7945865808765,7.40245152081824,6,1946,1,240,NA
5,1954,1089,6.99393297522319,6.99393297522319,5,1954,1,252,NA
5,1984,1049,6.95654544315157,6.95654544315157,5,1984,1,266,NA
7,1990,1054,6.96790920180188,6.96790920180188,4,1990,2,462,NA
6,1983,520,7.19967834569117,7.19967834569117,5,1983,2,576,NA
7,1993,1079,6.98471632011827,7.539027055824,8,1993,2,473,NA
5,1880,0,7.16162200293919,7.60936653795421,7,1900,2,576,NA
5,1979,0,7.01660968389422,7.70930833338587,8,1979,2,720,NA
5,1979,0,7.33693691370762,7.33693691370762,8,1979,2,400,NA
5,1979,1094,7.11476944836646,7.11476944836646,6,1979,2,672,NA
5,1979,0,7.32251043399739,7.32251043399739,8,1979,2,400,NA
7,2000,1168,7.06390396147207,7.93307977188041,8,2000,4,820,NA
7,2000,1168,7.06390396147207,7.93307977188041,8,2000,4,820,NA
7,2000,1168,7.06390396147207,7.93307977188041,8,2000,4,820,NA
9,2009,1555,7.42714413340862,7.42714413340862,8,2009,3,1138,NA
9,2008,1720,7.45066079621154,7.45066079621154,8,2008,3,846,NA
8,2008,1468,7.29233717617388,7.29233717617388,6,2008,3,904,NA
8,2007,1838,7.51697722460432,7.51697722460432,7,2007,2,524,NA
7,2007,1282,7.16317239084664,7.16317239084664,6,2007,2,662,NA
8,2008,1254,7.13489085156588,7.13489085156588,5,2008,3,810,NA
8,2005,1498,7.3125534981026,7.3125534981026,7,2005,3,844,NA
6,2005,704,6.55819780281227,7.26052259808985,7,2005,2,440,NA
7,1992,1449,6.85118492749374,7.4730690880322,7,1992,2,525,NA
5,1994,990,6.89871453432999,6.89871453432999,5,1995,1,440,NA
7,1998,1463,7.28892769452126,7.28892769452126,5,1998,2,539,NA
6,1998,928,6.83410873881384,7.48042830607421,7,1998,2,492,NA
7,2002,1431,7.27586460054653,7.27586460054653,6,2002,2,577,NA
7,2001,1492,7.30854279753919,7.30854279753919,6,2001,2,608,NA
5,1978,907,6.81124437860129,6.81124437860129,5,1978,1,343,NA
5,1979,914,6.81892406527552,6.81892406527552,5,1979,2,444,NA
7,2002,1569,7.38523092306657,7.38523092306657,6,2002,3,1231,NA
8,2003,1068,6.97447891102505,7.68937110752969,8,2003,2,570,NA
7,2002,840,6.73459165997295,7.45356187164337,6,2002,2,550,NA
7,2001,944,6.85118492749374,7.53422832627409,6,2001,2,608,NA
8,1999,1462,7.32251043399739,7.32251043399739,5,1999,2,521,NA
8,2002,1822,7.51152464839087,7.51152464839087,7,2002,2,523,NA
7,1997,1417,7.25700270709207,7.25700270709207,7,1997,2,511,NA
8,2007,1578,7.37963215260955,7.37963215260955,7,2007,3,810,NA
6,2007,608,6.4118182677099,7.24208235925696,6,2007,2,440,NA
4,1960,1014,7.0475172213573,7.0475172213573,7,1968,1,544,NA
6,2005,547,6.9782137426307,6.9782137426307,5,2005,2,525,NA
4,1959,876,6.77650699237218,6.77650699237218,5,1959,1,320,NA
5,1950,1078,7.22183582528845,7.22183582528845,6,1950,1,195,NA
5,1959,1678,7.42595365707754,7.42595365707754,10,0,0,0,NA
5,1956,1150,7.35308192051543,7.35308192051543,7,1956,1,313,NA
5,1941,720,6.75110146893676,7.1693500166706,6,1940,1,256,NA
5,1938,832,6.72503364216684,7.14598446771439,7,1938,1,250,NA
6,1935,583,6.47389069635227,7.12528309151071,6,1926,1,180,NA
6,1916,816,7.11720550316434,7.11720550316434,6,1916,2,440,NA
7,1918,600,6.44413125670044,7.11395610956603,6,1918,1,215,NA
5,1940,840,6.73459165997295,7.35755620091035,6,1961,2,440,NA
5,1960,1273,7.14991683613211,7.14991683613211,5,1960,1,307,NA
7,1940,920,7.12367278520461,7.8164169836918,13,1940,2,400,NA
5,1954,1112,7.01481435127554,7.01481435127554,6,1954,1,390,NA
6,1960,1561,7.35372233039963,7.35372233039963,6,1960,2,463,NA
5,1949,1067,6.89467003943348,7.32909373624659,7,1949,1,295,NA
6,1954,1310,7.55328660560042,7.55328660560042,6,1954,2,576,NA
6,1980,516,6.24804287450843,6.94022246911964,5,1980,2,452,NA
6,1980,561,6.33150184989369,7.11476944836646,5,1980,2,462,NA
6,1980,561,6.33150184989369,7.11476944836646,5,1980,2,462,NA
6,1986,572,7.07580886397839,7.5923661285198,6,1986,2,501,NA
7,1971,1803,7.76895604453833,7.76895604453833,7,1971,2,551,NA
5,1900,760,6.83410873881384,7.68202151082687,11,1998,2,576,NA
4,1925,572,6.35088571671474,6.35088571671474,4,1940,1,200,NA
8,2007,1596,7.4079243225596,7.4079243225596,5,2007,2,482,NA
2,1910,0,6.69826805411541,6.69826805411541,4,1975,1,280,NA
8,2000,1107,6.94793706861497,7.62705741701893,7,2000,3,642,NA
6,1977,902,6.83195356556585,6.83195356556585,5,1977,1,351,NA
6,1977,957,7.1608459066643,7.1608459066643,5,1977,2,541,NA
5,1991,1582,7.37525577800975,7.37525577800975,5,1991,2,672,NA
9,2008,2190,7.61923341622681,7.61923341622681,9,2008,3,780,NA
9,2008,1641,7.40367029001237,7.40367029001237,7,2008,3,885,NA
6,1980,712,7.22693601849329,7.71333788887187,7,1980,2,440,NA
7,1987,1645,7.29979736675816,7.29979736675816,7,1987,2,578,NA
7,2003,912,6.9782137426307,7.60837447438078,9,2003,2,486,NA
9,2007,1978,7.59034694560257,7.59034694560257,7,2007,3,920,NA
5,1968,1008,6.91671502035361,6.91671502035361,6,1968,1,384,NA
5,1969,1188,7.24779258176785,7.24779258176785,7,1969,2,504,NA
5,1972,796,6.68085467879022,6.68085467879022,4,1998,1,336,NA
6,1993,384,6.99576615630485,6.99576615630485,5,1993,1,429,NA
5,1992,828,6.78445706263764,6.78445706263764,5,1998,2,698,NA
5,1992,624,6.4377516497364,7.1608459066643,6,2001,2,440,NA
5,1969,784,6.66568371778241,7.39817409297047,7,1969,2,898,NA
6,1997,926,6.83195356556585,7.38087903556412,7,1997,2,470,NA
6,1995,680,6.52356230614951,7.29369772060144,7,1995,2,420,NA
6,1998,926,6.83195356556585,7.38087903556412,7,1998,2,472,NA
6,1996,916,6.82110747225646,7.40062057737113,7,1996,2,386,NA
5,1996,1348,7.23345541862144,7.23345541862144,7,1996,2,404,NA
8,1997,1664,7.42833319419081,7.42833319419081,6,1997,2,528,NA
8,1992,1280,7.15539630189673,7.15539630189673,5,1992,2,506,NA
6,1998,932,6.83840520084734,7.39878627541995,7,1998,2,460,NA
6,1991,836,6.74758652682932,7.44424864949671,7,1991,2,416,NA
8,1989,1337,7.19893124068817,7.19893124068817,5,1989,2,462,NA
8,2005,1168,7.06390396147207,7.82444593087762,9,2005,3,683,NA
9,2004,1884,7.54168309988211,7.54168309988211,7,2004,3,670,NA
6,1952,1632,7.29641326877392,7.29641326877392,7,1952,2,495,NA
9,2007,1710,7.44483327389219,7.44483327389219,6,2007,2,557,NA
6,1950,1488,7.30586003268401,7.30586003268401,6,1950,2,738,NA
7,1988,1675,7.4318919168078,7.4318919168078,6,1988,2,528,NA
7,1983,1260,7.13966033596492,7.13966033596492,6,1983,2,598,NA
7,1978,2048,7.63288550539513,7.63288550539513,7,1978,2,550,NA
7,1979,1782,7.48605261786314,7.48605261786314,6,1979,2,551,NA
6,1976,1211,7.10002716662926,7.10002716662926,6,1976,2,461,NA
7,1980,738,7.15305163493748,7.6231530684769,7,1980,2,489,NA
5,1969,720,6.58063913728495,7.1770187659099,7,1969,2,484,NA
7,1978,1420,7.2591161280971,7.95191138185419,8,1978,4,1314,NA
6,1976,1444,7.27586460054653,7.27586460054653,5,1976,2,473,NA
8,1996,1236,7.12044437239249,7.75833346749091,9,1996,3,787,NA
5,1974,896,6.7990558620588,7.49164547360513,8,1982,2,480,NA
4,1969,936,6.84268328223842,6.84268328223842,4,1969,1,288,NA
5,1971,864,6.76272950693188,6.76272950693188,5,1977,2,576,NA
6,1973,483,6.18208490671663,6.89568269774787,5,1973,1,264,NA
6,1972,483,6.18208490671663,6.89568269774787,5,1975,1,352,NA
5,1972,630,6.44730586254121,7.17242457712485,6,1972,1,264,NA
6,1975,855,6.75227037614174,7.2841348061952,7,1975,2,460,NA
7,1977,1055,6.96224346426621,6.96224346426621,4,1977,2,440,NA
8,2007,1582,7.36707705988101,7.36707705988101,7,2007,3,905,NA
8,2007,2418,7.80994708647679,7.80994708647679,9,2007,3,650,NA
9,2007,1950,7.57609734062311,7.57609734062311,7,2007,3,706,NA
9,2006,1850,7.5234813125735,7.91899248816525,9,2006,3,850,NA
10,2005,1620,7.39817409297047,7.93415523353632,10,2005,4,1150,NA
9,2005,1414,7.25488481007734,7.75448154747038,9,2005,3,1003,NA
8,2007,948,6.85540879860993,7.64444076155657,10,2007,3,656,NA
8,2004,1148,7.06561336359772,7.75491027202143,9,2004,3,756,NA
10,2003,2535,7.81237820598861,7.81237820598861,7,2003,3,789,NA
8,2003,1603,7.36264527041782,7.36264527041782,7,2003,3,732,NA
8,2001,1479,7.32383056620232,7.88231491898027,10,2001,3,746,NA
8,2003,1765,7.49831587076698,7.89766815072691,9,2003,3,795,NA
9,2008,1858,7.53208814354172,7.53208814354172,7,2008,3,870,NA
7,2005,1367,7.2211050981825,7.2211050981825,6,2005,2,484,NA
9,2007,1800,7.49609734517596,7.49609734517596,6,2008,3,944,NA
8,2006,1342,7.20266119652324,7.20266119652324,6,2007,2,550,NA
8,2006,1342,7.20266119652324,7.20266119652324,6,2007,2,550,NA
7,2003,764,6.63987583382654,7.39449310721904,6,2003,2,474,NA
7,2003,1415,7.28344822875663,7.28344822875663,6,2003,3,644,NA
7,2004,1393,7.36327958696304,7.36327958696304,7,2004,3,668,NA
7,2007,1146,7.12849594568004,7.12849594568004,5,2007,2,428,NA
6,2004,789,6.70196036600254,7.32383056620232,8,2004,2,393,NA
7,2002,840,6.73459165997295,7.45066079621154,7,2002,2,400,NA
7,2003,847,6.7428806357919,7.59438124255182,9,2003,2,434,NA
7,2007,1350,7.21450441415114,7.21450441415114,6,2008,2,484,NA
7,2000,982,6.91671502035361,7.54591815120932,8,2000,2,431,NA
7,2002,707,6.56244409369372,7.25488481007734,6,2002,2,403,NA
7,1999,1037,6.94505106372583,7.75061473277041,8,1999,2,400,NA
7,1999,831,6.77308037565554,7.40974195408092,7,1999,2,450,NA
8,1997,1173,7.07580886397839,7.69621263934641,9,1997,2,516,NA
9,2000,1519,7.3356339819272,7.68386398025643,8,2000,3,687,NA
8,1998,1982,7.60439634879634,7.60439634879634,5,1998,3,938,NA
7,1996,1064,6.97073007814353,7.66199755890189,12,1996,2,576,NA
8,1995,1242,7.13249755166004,7.82484569102686,9,1995,3,751,NA
7,1993,1080,7.01121398735037,7.69530313496357,9,1993,3,783,NA
7,2006,1578,7.36454701425564,7.36454701425564,7,2006,3,642,NA
8,2007,1341,7.20191631753163,7.52940645783701,7,2007,3,851,NA
8,2007,955,6.8627579130514,7.53636393840451,8,2007,3,880,NA
8,2006,1460,7.2868764117507,7.2868764117507,6,2006,2,480,NA
8,2007,1363,7.22475340576797,7.22475340576797,6,2008,2,588,NA
8,2007,1660,7.41517510961329,7.41517510961329,7,2007,3,660,NA
7,2007,1218,7.10578612948127,7.10578612948127,6,2008,2,462,NA
6,2003,835,6.7286286130847,7.43661726523423,7,2003,2,542,NA
7,2003,835,6.7286286130847,7.41697962138115,8,2003,2,478,NA
6,2005,1175,7.06987412845857,7.06987412845857,6,0,0,0,NA
7,2007,1162,7.05875815251866,7.05875815251866,6,2007,2,483,NA
6,1995,754,6.62671774924902,7.38398945797851,6,1995,2,525,NA
6,1993,886,6.78784498230958,7.42714413340862,7,1993,2,474,NA
7,1994,832,6.72503364216684,7.41336733569524,6,1994,2,483,NA
6,2001,827,6.71901315438526,7.42535788702715,7,2001,2,627,NA
7,1992,836,6.73933662735717,7.46049030582534,7,1992,2,506,NA
5,1963,984,6.89264164117209,6.89264164117209,5,1963,1,384,NA
5,1961,864,6.76272950693188,6.76272950693188,5,1962,1,420,NA
5,1968,890,6.79234442747081,6.79234442747081,5,1970,1,308,NA
5,1963,864,6.76272950693188,6.76272950693188,5,1963,1,276,NA
6,1974,1430,7.26612877955645,7.26612877955645,6,1974,2,484,NA
5,1972,1001,6.90975328164481,7.40367029001237,5,1972,2,490,NA
6,1990,930,7.21890970761906,7.89506349809157,9,1990,2,473,NA
9,1993,1848,7.5109777520141,7.93272102748195,10,1993,2,636,NA
7,2004,1235,7.1276936993474,7.1276936993474,5,2004,2,495,NA
6,2005,600,6.39859493453521,7.09090982207998,5,2005,2,480,NA
7,2007,689,6.55677835615804,7.23921497377981,5,2007,2,540,NA
6,1999,744,6.63068338564237,7.34601020991329,6,1999,2,440,NA
9,2000,1614,7.40184157874383,7.40184157874383,5,2000,2,495,NA
9,2001,1310,7.1785454837637,7.1785454837637,5,2001,2,545,NA
9,2001,1419,7.25841215059531,7.25841215059531,5,2001,2,588,NA
9,1999,1557,7.35115822643069,7.35115822643069,5,1999,2,484,NA
7,1999,672,6.52941883826223,7.24779258176785,5,1999,2,462,NA
7,2001,858,6.7719355558396,7.4899708988348,7,2001,2,546,NA
8,1999,960,6.87005341179813,7.36960072052641,7,1999,2,480,NA
8,1999,960,6.87005341179813,7.38274644973891,7,2000,2,480,NA
10,1998,970,7.29301767977278,7.78072088611792,7,1998,2,846,NA
8,1995,1230,7.12286665859908,7.12286665859908,4,1995,2,477,NA
9,1977,994,7.37775890822787,7.98786409608569,9,1977,3,864,NA
8,1976,1426,7.42177579364465,7.42177579364465,6,1976,2,550,NA
7,2002,952,6.8596149036542,7.50273821075485,7,2002,2,469,NA
6,1969,1427,7.26403014289953,7.26403014289953,7,1969,2,516,NA
6,1968,1740,7.46221493976819,7.46221493976819,8,1968,2,512,NA
7,1967,1620,7.39079852173568,7.39079852173568,8,1967,2,578,NA
5,1965,1625,7.39387829010776,7.39387829010776,8,1965,2,484,NA
5,1968,732,6.59714570188665,7.28961052145117,7,1968,2,470,NA
5,1965,912,6.83087423464618,6.83087423464618,5,1978,2,576,NA
5,1965,1728,7.45529848568329,7.45529848568329,10,1987,2,576,NA
7,1971,825,6.74051935960622,7.42117752859539,7,1971,2,464,NA
5,1956,0,6.92264389147589,6.92264389147589,6,1956,1,267,NA
5,1961,1114,7.01660968389422,7.01660968389422,5,1961,2,451,NA
5,1960,1118,7.02019070831193,7.02019070831193,6,1960,1,264,NA
4,1937,348,6.11809719804135,6.81014245011514,5,1937,1,231,NA
5,1960,1296,7.31121838441963,7.31121838441963,6,1960,2,450,NA
5,1950,572,7.19893124068817,7.19893124068817,7,1950,1,264,NA
5,1953,1036,6.94408720822953,6.94408720822953,5,1953,1,312,NA
6,1966,1104,7.00760061395185,7.59538727885397,9,1966,2,480,NA
5,1957,1176,7.07072410726028,7.07072410726028,6,1957,1,292,NA
5,1959,1248,7.27309259599952,7.27309259599952,7,1959,1,480,NA
6,1958,1395,7.35946763825562,7.35946763825562,5,1958,2,441,NA
5,1956,1104,7.00760061395185,7.00760061395185,5,1956,1,384,NA
5,1952,720,6.78332520060396,6.78332520060396,4,1952,1,240,NA
5,1953,1152,7.05012252026906,7.05012252026906,6,1971,2,636,NA
5,1953,984,6.85751406254539,6.85751406254539,5,1953,2,400,NA
6,1957,998,7.49052940206071,7.49052940206071,6,1957,2,540,NA
5,1957,0,7.4759059693674,7.4759059693674,7,1957,1,301,NA
5,1957,1824,7.50933526601659,7.50933526601659,9,1958,2,484,NA
4,1948,0,6.76849321164863,6.76849321164863,3,1948,1,390,NA
5,1925,747,6.61740297797448,7.05617528410041,5,1932,1,288,NA
4,1940,672,6.51174532964473,6.51174532964473,4,1997,1,308,NA
5,1922,892,7.13489085156588,7.27031288607902,7,1968,4,1488,NA
5,1968,912,6.95177216439891,6.95177216439891,5,1990,2,372,NA
7,1958,1312,7.1800698743028,7.1800698743028,6,1958,2,495,NA
6,1960,1081,6.98656645940643,6.98656645940643,5,1960,1,401,NA
5,1951,876,6.77650699237218,6.77650699237218,5,1972,2,576,NA
5,1959,1256,7.13648320859025,7.13648320859025,6,1959,1,311,NA
5,1962,1027,6.93537044601511,6.93537044601511,6,1962,1,299,NA
6,1948,768,6.7093043402583,7.18614430452233,5,1994,2,576,NA
6,1954,936,6.89264164117209,6.89264164117209,4,1954,1,280,NA
6,1954,854,6.75110146893676,7.15383380157884,6,1954,1,240,NA
5,1961,1800,7.49609734517596,7.49609734517596,10,0,0,0,NA
5,1955,768,6.93244789157251,7.37086016653672,6,1955,2,480,NA
5,1954,825,6.71659477352098,6.71659477352098,4,1954,1,350,NA
5,1963,1117,7.01929665371504,7.01929665371504,6,1963,1,264,NA
6,2008,192,7.0335064842877,7.0335064842877,7,2008,1,308,NA
5,1948,780,6.85540879860993,7.18841273649695,6,1948,2,400,NA
5,1910,680,6.52356230614951,7.21597500265147,6,1910,1,330,NA
5,1940,672,6.51174532964473,6.51174532964473,4,1950,1,256,NA
6,1915,728,6.59167373200866,7.2841348061952,7,1915,1,308,NA
4,1910,828,6.7202201551353,7.37462901521894,9,0,0,0,NA
4,1940,801,6.99942246750796,7.41276401742656,8,1958,2,440,NA
5,1920,936,6.86797440897029,7.46221493976819,6,1920,1,225,NA
7,1920,931,6.93537044601511,6.93537044601511,5,0,0,0,NA
6,1940,884,6.78558764500793,7.27031288607902,8,1940,2,828,NA
5,1910,481,6.80239476332431,6.80239476332431,5,1930,1,200,NA
5,1890,684,6.52941883826223,6.98564181763921,5,0,0,0,NA
5,1946,904,6.80793494369993,7.3132203870903,5,1959,3,869,NA
2,1946,407,6.01126717440416,6.01126717440416,3,1949,1,297,NA
3,1949,448,7.37086016653672,7.37086016653672,6,0,0,0,NA
5,1900,797,6.72262979485545,7.39510754656249,10,1950,2,420,NA
7,1920,624,6.59441345974978,7.28000825288419,7,1935,1,288,NA
5,1900,346,6.56526497003536,6.92559519711047,5,1961,1,308,NA
5,1920,973,7.2283884515736,7.76259604854007,10,1930,2,393,NA
5,1905,572,6.78558764500793,7.34018683532012,7,0,0,0,NA
2,1920,723,6.58479139238572,6.99117688712121,5,1920,2,400,NA
7,1890,1313,7.18083119904456,7.82244472948932,10,1950,2,342,NA
5,1959,984,6.89264164117209,6.89264164117209,5,1959,1,308,NA
4,1958,869,6.99759598298193,6.99759598298193,5,1959,1,308,NA
5,1928,1008,7.04228617193974,7.04228617193974,5,1992,1,288,NA
7,1945,672,7.08673793451058,7.41997992366183,8,1945,1,252,NA
5,1935,1024,7.04315991598834,7.46106551435428,6,1950,1,240,NA
5,1941,672,6.72503364216684,7.09920174355309,6,1941,1,240,NA
6,1900,554,6.60258789218934,7.16317239084664,6,1926,1,200,NA
6,1940,981,6.92264389147589,7.42237370098682,6,1940,1,240,NA
5,1924,949,6.85646198459459,6.85646198459459,5,1924,2,370,NA
6,1937,825,6.71659477352098,7.31188616407716,5,2004,1,672,NA
6,1939,739,6.77422388635761,7.20266119652324,7,1939,1,240,NA
6,1926,992,6.92165818415113,6.92165818415113,6,1926,1,160,NA
5,1920,565,6.33859407820318,7.10414409298753,6,1920,1,355,NA
4,1946,NA,6.7990558620588,6.7990558620588,4,1946,1,280,NA
4,1929,704,6.4377516497364,7.03614849375054,6,1990,1,336,NA
5,1945,0,6.69579891705849,6.69579891705849,6,1925,1,164,NA
7,1939,989,7.1276936993474,7.60589000105312,7,1939,2,400,NA
5,1923,1100,7.11232744471091,7.55118686729615,7,1960,2,576,NA
6,1915,810,7.06561336359772,7.44833386089748,8,1970,2,672,NA
6,1910,1242,7.12528309151071,7.59337419312129,8,0,1,360,NA
6,1910,796,6.71659477352098,7.38398945797851,7,1910,1,228,NA
6,1930,768,6.64509096950564,6.64509096950564,4,1930,2,440,NA
6,1952,768,6.64509096950564,7.3375877435386,7,1952,1,308,NA
6,1938,1272,7.14913159855741,7.58578882173203,9,1938,2,400,NA
5,1915,880,6.78105762593618,7.1770187659099,6,1950,2,400,NA
6,1925,1040,6.94793706861497,6.94793706861497,5,1993,2,320,NA
6,1925,768,6.67076632084587,7.12044437239249,6,1985,1,384,NA
5,1912,451,6.63331843328038,6.63331843328038,5,1997,2,576,NA
3,1915,536,6.69579891705849,7.20414929203594,8,0,0,0,NA
5,1947,1046,6.96129604591017,6.96129604591017,6,1947,1,240,NA
5,1963,981,6.98100574072173,6.98100574072173,6,1996,2,440,NA
6,1978,1008,7.00033446027523,7.00033446027523,6,1978,2,484,NA
5,1967,992,6.90073066404517,6.90073066404517,6,1967,1,294,NA
6,1978,450,6.94215670569947,6.94215670569947,6,1978,2,504,NA
5,1967,1073,6.97914527506881,6.97914527506881,6,1967,1,270,NA
5,1984,1060,7.02731451403978,7.02731451403978,5,1984,2,506,NA
5,1920,1300,7.03966034986208,7.03966034986208,6,1920,2,400,NA
5,1963,960,6.86797440897029,6.86797440897029,6,1963,1,300,NA
6,1956,988,7.08086789669078,7.08086789669078,4,1956,2,621,NA
5,1960,988,7.45124168498768,7.45124168498768,7,1960,2,626,NA
5,1941,576,6.76272950693188,7.2086003379602,6,1973,3,627,NA
5,1970,864,6.80793494369993,6.80793494369993,5,1979,3,912,NA
7,1979,1524,7.32974968904151,7.32974968904151,7,1979,2,478,NA
7,1948,570,6.42648845745769,6.98471632011827,5,1948,1,249,NA
5,1940,1580,7.32580750259577,7.32580750259577,5,0,0,0,NA
5,1956,1509,7.31986492980897,7.31986492980897,6,1956,1,322,NA
5,1975,864,6.76272950693188,6.76272950693188,4,0,0,0,NA
6,1962,621,6.43294009273918,7.14677217945264,7,1962,1,280,NA
6,1995,1077,6.99759598298193,7.94271754057379,9,1995,2,614,NA
7,1994,1602,7.39449310721904,7.39449310721904,7,1994,2,534,NA
7,1993,812,7.00488198971286,7.69666708152646,9,1993,2,453,NA
7,1996,672,7.17242457712485,7.61972421378267,8,1996,2,472,NA
7,2007,628,6.44413125670044,7.21303165983487,6,2007,2,484,NA
8,2007,1615,7.38770923908104,7.38770923908104,7,2007,3,864,NA
9,2008,2271,7.73061406606374,7.73061406606374,7,2008,3,1348,NA
9,2008,1751,7.4770384723197,7.4770384723197,8,2008,3,874,NA
8,1995,1401,7.32118855673948,7.32118855673948,6,1995,3,811,NA
6,1966,1182,7.40488757561612,7.40488757561612,6,1966,2,438,NA
5,1994,990,6.89871453432999,6.89871453432999,5,1997,2,528,NA
7,1997,1418,7.25770767716004,7.25770767716004,5,1997,2,558,NA
6,1997,864,6.7719355558396,7.47986413116503,6,1997,2,600,NA
7,2000,782,6.6631326959908,7.41034709782102,6,2000,2,532,NA
7,2000,928,6.83410873881384,7.50878717063428,6,2000,2,626,NA
5,1978,864,7.06902342657826,7.06902342657826,5,1978,2,528,NA
5,1975,1076,6.98193467715639,6.98193467715639,5,1985,2,576,NA
5,1975,864,7.35179986905778,7.35179986905778,5,1975,2,440,NA
7,2001,1257,7.16317239084664,7.67878899819915,8,2001,2,570,NA
9,2001,1357,7.22037383672395,7.57455848420248,7,2001,3,725,NA
8,2002,1778,7.48829351515943,7.48829351515943,6,2002,3,715,NA
7,2003,1129,7.02997291170639,7.75276480885133,9,2003,2,596,NA
8,1999,850,6.78784498230958,7.4759059693674,7,1999,2,560,NA
6,2004,848,6.74405918631135,6.74405918631135,3,2004,2,420,NA
6,1997,1838,7.51697722460432,7.51697722460432,8,1998,3,721,NA
7,2004,1445,7.27655640271871,7.27655640271871,6,2004,2,470,NA
7,2007,1564,7.35564110297425,7.35564110297425,6,2007,3,814,NA
7,2007,1351,7.21670948670946,7.21670948670946,6,2007,2,610,NA
5,1966,1092,6.99668148817654,6.99668148817654,6,1966,1,264,NA
5,1976,456,6.94119005506837,6.94119005506837,6,1976,2,504,NA
6,1976,1127,7.028201432058,7.028201432058,6,1991,2,480,NA
6,1977,1029,7.01929665371504,7.01929665371504,6,1977,2,542,NA
6,1976,684,6.52941883826223,7.24351297466548,6,1976,2,440,NA
5,1959,0,8.2482674474469,8.2482674474469,11,1959,2,624,NA
4,1955,0,7.05012252026906,7.05012252026906,6,0,0,0,NA
4,1955,0,7.05012252026906,7.05012252026906,6,0,0,0,NA
4,1955,784,6.66568371778241,6.66568371778241,4,0,0,0,NA
5,1938,585,6.37331978957701,6.96034772910131,5,0,0,0,NA
5,1947,0,6.8351845861473,7.03702761468628,8,0,0,0,NA
4,1953,911,6.83625927727707,6.83625927727707,5,1953,1,286,NA
4,1954,416,7.09423484592476,7.09423484592476,6,1954,1,312,NA
4,1923,949,6.85646198459459,7.16472037877186,6,1923,1,205,NA
7,1921,1228,7.26192709270275,7.26192709270275,7,1921,1,312,NA
6,1930,960,6.86797440897029,7.56060116276856,10,1930,2,480,NA
6,1926,644,6.51174532964473,7.18311170174328,6,2001,1,369,NA
6,1914,676,6.51767127291227,7.14282740116162,6,1994,2,400,NA
8,1925,798,6.68336094576627,7.32184971378836,7,1925,1,180,NA
6,1923,784,6.7093043402583,7.38025578842646,7,1980,2,599,NA
5,1937,942,7.14361760270412,7.56992765524265,7,1937,1,240,NA
5,1938,884,6.83840520084734,7.22620901010067,6,1938,1,225,NA
6,1951,1091,6.99576615630485,6.99576615630485,5,1951,1,344,NA
8,1935,608,6.89162589705225,7.53583046279837,9,1935,2,786,NA
7,1950,832,7.10578612948127,7.67878899819915,8,1994,2,506,NA
5,1956,1898,7.54908271081229,7.54908271081229,7,1956,2,484,NA
6,1980,516,6.24804287450843,6.94022246911964,5,1980,2,462,NA
6,1926,894,6.82437367004309,6.82437367004309,5,1926,1,195,NA
6,1940,720,6.63463335786169,6.99484998583307,5,1940,1,240,NA
5,1930,780,6.66057514983969,7.09090982207998,7,0,0,0,NA
5,1967,624,6.99668148817654,7.41276401742656,7,1967,1,288,NA
5,1930,520,6.81673588059497,6.81673588059497,5,1934,1,360,NA
5,1958,1151,7.04925484125584,7.57865685059476,7,1958,1,356,NA
1,1952,0,6.59850902861452,6.59850902861452,4,1952,2,487,NA
4,1895,173,6.71659477352098,7.21670948670946,6,1895,1,185,NA
4,1910,356,6.51025834052315,6.95654544315157,5,1910,1,195,NA
4,1920,592,6.07073772800249,6.76272950693188,5,1920,1,216,NA
8,2007,1596,7.4079243225596,7.4079243225596,5,2007,2,525,NA
7,2004,1594,7.40671073017764,7.40671073017764,5,2004,2,482,NA
7,1996,1840,7.61726781362835,7.61726781362835,7,1996,3,786,NA
7,1996,910,6.81454289725996,7.50714107972761,8,1996,3,816,NA
5,1976,0,6.84268328223842,7.53529670244409,8,1976,2,484,NA
4,1991,1680,7.43248380791712,7.43248380791712,6,1991,2,432,NA
7,1986,1277,7.31455283232408,7.31455283232408,6,1986,2,512,NA
8,2006,1518,7.33823815006559,7.33823815006559,8,2007,3,788,NA
8,2007,920,6.82546003625531,7.48493028328966,6,2007,2,612,NA
5,2006,352,6.5694814204143,7.27447955877387,6,2007,2,400,NA
7,2008,796,6.68085467879022,7.38585107812521,6,2008,3,666,NA
6,1989,1495,7.31055015853442,7.31055015853442,8,1989,2,438,NA
6,1986,1256,7.13648320859025,7.13648320859025,6,1986,2,578,NA
8,2003,1432,7.27309259599952,7.27309259599952,7,2003,2,467,NA
6,1999,1666,7.42416528104203,7.42416528104203,6,1999,2,435,NA
8,2007,1884,7.45529848568329,7.45529848568329,7,2007,2,520,NA
8,2005,1964,7.58324752430336,7.58324752430336,7,2005,3,892,NA
7,1997,1344,7.20414929203594,7.20414929203594,8,1997,4,784,NA
5,2007,1092,6.99668148817654,6.99668148817654,5,0,0,0,NA
6,1997,1189,7.08170858610557,7.08170858610557,4,1997,2,392,NA
4,1964,1200,7.09090982207998,7.09090982207998,6,1964,3,850,NA
5,1975,1040,6.94793706861497,6.94793706861497,6,1975,2,499,NA
